SKU,Name,Units,UOM,Price,Mfg,Notes
HSE-1749,Hydraulic Cylinder 3/4in x 3m,36,PCS,419.77,Eaton,backorder ok
WLD-2115,MIG Wire ER70S-6 4.0mm x 5kg,81,pcs,68.40,Bohler,urgent
BLT-1170,anchor bolt m6x20,1708,pc,5.91,Wurth,see attached spec
ELC-2096,Push Button Switch 32A,19,PCS,176.86,Schneider Electric,replacement
WLD-2123,TIG Rod ER308L 1.0mm x 15kg,22,PCS,16.36,Lincoln Electric,quarterly order
WSH-1371,Sealing Washer M8,8040,pc,0.62,Fastenal,replacement
HSE-1765,hydraulic filter 3/4in x 3m,28,ea,119.60,Bosch Rexroth,replacement
WSH-1314,Lock Washer M16,9782,pcs,0.15,Nord-Lock,need by Friday
ELC-2037,Circuit Breaker 10A,33,pcs,68.52,Schneider Electric,quarterly order
PMP-1893,Peristaltic Pump 4in 25HP,1,pc,6604.22,Grundfos,backorder ok
NUT-1261,Cage Nut M8,5920,Pc,0.20,Grainger,need by Friday
PMP-1888,Peristaltic Pump 1in 5HP,3,EA,7060.72,Xylem,replacement
WSH-1320,Spring Washer M6,9306,pcs.,0.44,Nord-Lock,need by Friday
HSE-1740,  Hydraulic Fitting 1/2in x 3m ,32,pc,444.10,Danfoss,check inventory first
VLV-1588,Butterfly Valve 2in,8,ea.,191.06,Velan,
PRS-1698,Flow Meter 0-150C,3,PCS,108.70,Honeywell,standard
PRS-1698,Flow Meter 0-150C,3,PCS,108.70,Honeywell,standard
NUT-1202,Hex Nut M10,2519,PCS,2.26,Wurth,see attached spec
PMP-1881,Diaphragm Pump 4in 25HP,5,pc,5087.18,Sulzer,
BRG-1071,Self-Aligning Bearing 6208,429,ea.,59.79,FAG,
LUB-1975,Chain Lubricant 1kg,7,ea.,406.00,Castrol,
VLV-1564,Gate Valve 2in,46,PCS,565.73,Crane,standard
NUT-1223,FLANGE NUT M12,4674,ea,1.42,Wurth,
NUT-1283,Acorn Nut M12,5973,ea,0.38,Grainger,
NUT-1233,Coupling Nut M12,9948,ea.,1.03,Fastenal,
WSH-1397,Copper Washer 5/8in,7828,pc,0.12,McMaster-Carr,
MTR-1843,Servo Motor 3HP,9,EA,461.29,Siemens,
ELB-1501,Reducing Elbow 3in,167,pc,45.99,Anvil International,new requirement
MTR-1869,Explosion Proof Motor 25HP,1,PCS,2461.26,WEG,standard
VLV-1629,Solenoid Valve 3in,34,PCS,363.79,Velan,check inventory first
NUT-1268,Cage Nut 3/4in,2068,pcs.,1.08,Brighton-Best,
ELC-2067,Control Transformer 100A,3,ea,344.69,Schneider Electric,urgent
PIP-1454,Copper Tube Type L 4in x 6m,117,pc,13.22,POSCO,backorder ok
FLG-1511,WELD NECK FLANGE 6IN 300#,17,PCS,60.77,Coastal Flange,see attached spec
MTR-1827,Electric Motor 3Phase 15HP,3,pc,2554.17,Siemens,
BRG-1023,  Angular Contact Bearing 30206 ,10,EA,65.27,Koyo,
BRG-1092,Flanged Bearing Unit 6310,23,PCS,80.48,Koyo,backorder ok
BRG-1092,Flanged Bearing Unit 6310,23,PCS,80.48,Koyo,backorder ok
PRS-1692,Temperature Gauge 0-300C,8,EA,210.84,Honeywell,standard
PIP-1452,COPPER TUBE TYPE L 2IN X 6M,87,pcs,188.42,Nippon Steel,urgent
PIP-1452,COPPER TUBE TYPE L 2IN X 6M,87,pcs,188.42,Nippon Steel,urgent
WSH-1396,Copper Washer 1/2in,9383,pcs,0.37,Grainger,need by Friday
BLT-1121,Carriage Bolt M8x30,1700,PCS,1.46,Nord-Lock,
ELB-1495,Street Elbow 90deg 6in,25,EA,58.42,Georg Fischer,
ELB-1495,Street Elbow 90deg 6in,25,EA,58.42,Georg Fischer,
BLT-1130,Flange Bolt M6x20,680,ea.,0.27,Nord-Lock,
LUB-1972,Compressor Oil 20L,14,ea.,382.38,Total,
BLT-1143,Eye Bolt M10x50,355,pcs,5.60,Hilti,quarterly order
PIP-1462,Chrome Moly Pipe 4in x 6m,87,pc,266.05,Tata Steel,
NUT-1213,Lock Nut Nylon Insert M12,3061,pc,1.21,Fastenal,
BLT-1186,Structural Bolt M20x100,1458,Pc,5.45,Grainger,need by Friday
BRG-1014,Tapered Roller Bearing 30208,177,ea.,24.01,INA,new requirement
BRG-1014,Tapered Roller Bearing 30208,177,ea.,24.01,INA,new requirement
FLT-1794,Hydraulic Filter Element 100 Micron,5,EA,117.52,Donaldson,approved by mgr
FLT-1794,Hydraulic Filter Element 100 Micron,5,EA,117.52,Donaldson,approved by mgr
MTR-1839,Gear Motor 25HP,5,PCS,167.73,Siemens,replacement
ELC-2096,Push Button Switch 32A,12,ea.,27.68,Schneider Electric,check inventory first
BLT-1120,Carriage Bolt M6x20,4697,Pc,4.12,Fastenal,need by Friday
FLT-1784,  Air Filter Element 5 Micron ,87,PCS,120.24,Hydac,need by Friday
ORG-2021,Lip Seal 10mm ID,283,EA,14.11,Freudenberg,new requirement
ORG-2021,Lip Seal 10mm ID,283,EA,14.11,Freudenberg,new requirement
MTR-1861,Explosion Proof Motor 1HP,8,pcs,1581.72,Siemens,
PRS-1683,Pressure Gauge 0-500psi,25,ea,325.82,Endress+Hauser,
FLT-1809,Bag Filter 10 Micron,50,pcs.,150.81,Mann+Hummel,quarterly order
NUT-1273,Weld Nut M12,7481,ea.,2.77,Wurth,approved by mgr
BRG-1024,angular contact bearing 30208,500,pcs,83.52,Koyo,need by Friday
GSK-1643,Ring Joint Gasket 6in 150#,10,ea.,64.71,Lamons,
BRG-1093,Flanged Bearing Unit 30206,38,pcs,98.83,Timken,see attached spec
PIP-1425,Galvanized Pipe 3/4in x 6m,53,EA,203.86,Nippon Steel,check inventory first
BLT-1193,LAG BOLT M10X50,4404,EA,1.64,Fastenal,
SLV-1947,Mechanical Seal 30mm,28,pcs.,276.58,John Crane,backorder ok
MTR-1862,Explosion Proof Motor 2HP,5,ea,3219.95,Nidec,backorder ok
MTR-1862,Explosion Proof Motor 2HP,5,ea,3219.95,Nidec,backorder ok
BRG-1000,Deep Groove Ball Bearing 6205,348,pcs,105.56,NTN,need by Friday
PIP-1425,Galvanized Pipe 3/4in x 6m,6,pc,29.26,Nippon Steel,
BRG-1017,tapered roller bearing nu210,241,pcs.,91.91,Timken,see attached spec
PIP-1456,Chrome Moly Pipe 1/2in x 6m,140,pcs.,137.45,US Steel,
NUT-1240,Wing Nut M6,6627,ea,0.48,Grainger,check inventory first
SLV-1949,Mechanical Seal 50mm,12,ea,259.43,Martin Sprocket,backorder ok
PRS-1719,Thermocouple Type K 0-150C,16,ea,29.14,WIKA,need by Friday
PRS-1719,Thermocouple Type K 0-150C,16,ea,29.14,WIKA,need by Friday
PRS-1692,  Temperature Gauge 0-300C ,11,ea,275.54,Honeywell,check inventory first
BLT-1145,Eye Bolt M16x80,91,pc,4.67,Grainger,
WLD-2105,welding rod e6010 1.0mm x 15kg,94,pc,54.82,Hobart,see attached spec
LUB-1966,Gear Oil 5L,6,pc,392.28,Mobil,
ELC-2051,Contactor 100A,27,ea,326.18,Allen-Bradley,need by Friday
BRG-1001,Deep Groove Ball Bearing 6208,128,PCS,35.95,Timken,replacement
BLT-1160,Stud Bolt M6x20,4175,ea,7.21,Fastenal,
BLT-1186,Structural Bolt M20x100,2194,EA,1.01,Grainger,quarterly order
NUT-1202,Hex Nut M10,7327,ea,0.99,Wurth,replacement
PRS-1717,Thermocouple Type K 0-200psi,11,ea,423.16,Emerson Rosemount,standard
HSE-1774,  Quick Disconnect Coupling 1in x 5m ,21,pcs.,135.83,Eaton,replacement
BRG-1001,Deep Groove Ball Bearing 6208,230,PCS,31.02,Timken,urgent
WSH-1371,Sealing Washer M8,6350,ea,0.78,Fastenal,standard
BRG-1036,Spherical Roller Bearing 22210,120,ea.,114.38,NTN,see attached spec
ORG-1997,O-Ring Viton 10mm ID,165,ea.,26.91,James Walker,new requirement
GSK-1651,PTFE Envelope Gasket 8in 150#,23,Pc,6.31,Flexitallic,standard
BLT-1120,Carriage Bolt M6x20,702,PCS,6.63,Fastenal,quarterly order
WSH-1365,Tab Washer M20,7169,Pc,0.74,Grainger,
FLG-1546,Lap Joint Flange 3in 150#,71,EA,100.21,Boltex,
WSH-1382,FIBER WASHER M10,4601,pcs.,1.51,Grainger,
ELB-1472,Elbow 45deg 1/2in,200,Pc,70.48,Bonney Forge,see attached spec
BRG-1071,Self-Aligning Bearing 6208,395,ea.,18.02,FAG,check inventory first
FLT-1803,Water Filter Cartridge 10 Micron,59,pcs,111.52,Parker,
HSE-1765,Hydraulic Filter 3/4in x 3m,35,Pc,279.52,Bosch Rexroth,
FLT-1789,Air Filter Element 1 Micron,30,ea.,37.94,Parker,replacement
ELB-1469,Elbow 90deg 3in,15,pcs,32.40,Victaulic,
PMP-1900,booster pump 1in 5hp,1,PCS,4209.38,KSB,see attached spec
PMP-1900,booster pump 1in 5hp,1,PCS,4209.38,KSB,see attached spec
NUT-1261,Cage Nut M8,8254,PCS,0.16,Grainger,quarterly order
NUT-1261,Cage Nut M8,8254,PCS,0.16,Grainger,quarterly order
PMP-1893,Peristaltic Pump 4in 25HP,3,EA,2625.74,Grundfos,urgent
FLG-1537,Threaded Flange 2in 150#,28,pcs,77.74,Boltex,see attached spec
BRG-1075,Self-Aligning Bearing 7208,496,EA,104.75,NSK,
PRS-1684,Pressure Gauge 0-150C,26,Pc,65.92,WIKA,quarterly order
WSH-1391,Copper Washer M8,7567,Pc,0.50,Fastenal,
VLV-1592,Needle Valve 1/2in,25,EA,236.24,Neles,backorder ok
HSE-1776,Quick Disconnect Coupling 3/8in,34,Pc,116.26,Eaton,standard
NUT-1295,  T-Nut M20 ,7765,ea,2.05,Wurth,need by Friday
PMP-1886,Gear Pump 3in 20HP,2,PCS,3065.49,Flowserve,quarterly order
NUT-1273,Weld Nut M12,5974,ea.,1.96,Wurth,replacement
PMP-1878,Diaphragm Pump 2in 10HP,5,ea,2417.35,Ebara,check inventory first
PMP-1878,Diaphragm Pump 2in 10HP,5,ea,2417.35,Ebara,check inventory first
MTR-1866,Explosion Proof Motor 10HP,2,pcs,3197.69,Siemens,new requirement
ORG-2021,Lip Seal 10mm ID,202,pcs,35.58,Freudenberg,
HSE-1750,Hydraulic Cylinder 1in x 5m,31,ea,158.23,Parker,
WSH-1302,Flat Washer M10,3919,ea.,0.68,Fastenal,see attached spec
FLT-1799,fuel filter 50 micron,12,pcs.,37.23,Hydac,check inventory first
GSK-1665,graphite gasket 8in 150#,146,pcs,10.35,Lamons,
NUT-1262,Cage Nut M10,7440,pc,1.89,Wurth,backorder ok
NUT-1262,Cage Nut M10,7440,pc,1.89,Wurth,backorder ok
ELB-1471,Elbow 90deg 6in,164,EA,19.27,Georg Fischer,approved by mgr
ELB-1471,Elbow 90deg 6in,164,EA,19.27,Georg Fischer,approved by mgr
GSK-1650,PTFE Envelope Gasket 6in 150#,11,pc,11.46,Lamons,quarterly order
LUB-1987,PENETRATING OIL 20L,2,PCS,123.39,Mobil,check inventory first
ELC-2048,Contactor 32A,10,ea.,352.82,Schneider Electric,see attached spec
ELC-2038,Circuit Breaker 16A,45,PCS,299.77,Allen-Bradley,
NUT-1275,Weld Nut M20,8023,pcs.,2.70,Brighton-Best,need by Friday
HSE-1763,Hydraulic Filter 3/8in x 2m,49,ea,92.03,Parker,check inventory first
FLG-1546,Lap Joint Flange 3in 150#,86,Pc,15.61,Boltex,see attached spec
ELC-2079,Cable Gland 25A,25,ea,50.52,Schneider Electric,approved by mgr
GSK-1653,Rubber Gasket 1in 150#,91,pc,23.36,Garlock,
WSH-1308,Flat Washer 3/4in,5989,pc,1.53,Grainger,see attached spec
PIP-1411,SS Pipe SCH10 1.5in x 6m,59,PCS,62.28,Tenaris,standard
WLD-2121,TIG Rod ER308L 4.0mm x 5kg,28,Pc,48.56,ESAB,approved by mgr
NUT-1298,T-Nut 3/4in,1772,pcs.,2.35,Wurth,approved by mgr
VLV-1606,Plug Valve 4in,33,EA,447.35,Flowserve,
ELC-2096,push button switch 32a,28,pcs,293.90,Schneider Electric,
SLV-1940,SHAFT SEAL 40MM,33,ea,290.28,Rexnord,urgent
PMP-1891,Peristaltic Pump 2in 15HP,5,pcs.,7402.06,Grundfos,
PIP-1463,Chrome Moly Pipe 6in x 6m,45,ea.,96.07,US Steel,
SLV-1910,Shaft Sleeve 60mm,10,pcs,196.61,Lovejoy,backorder ok
BRG-1025,Angular Contact Bearing 7208,459,pcs,84.85,FAG,approved by mgr
HSE-1770,Quick Disconnect Coupling 1/4in x 1m,29,EA,42.05,Parker,backorder ok
WSH-1306,Flat Washer 1/2in,251,pc,1.64,Nord-Lock,
BRG-1077,Self-Aligning Bearing NU210,244,pcs.,33.01,FAG,approved by mgr
LUB-1963,Hydraulic Oil 200L,5,Pc,293.64,Shell,
LUB-1963,Hydraulic Oil 200L,5,Pc,293.64,Shell,
HSE-1767,Hydraulic Filter 1/4in,29,pcs,440.42,Eaton,
ORG-2012,O-Ring Silicone 75mm ID,485,pcs.,20.91,James Walker,
GSK-1663,Graphite Gasket 4in 150#,23,ea.,18.03,Garlock,see attached spec
PIP-1442,cpvc pipe 1in x 6m,120,EA,85.51,POSCO,
PMP-1894,  Screw Pump 1in 5HP ,5,PCS,1199.06,Flowserve,approved by mgr
BRG-1091,Flanged Bearing Unit 6208,500,EA,112.12,SKF,
FLT-1797,Fuel Filter 10 Micron,13,pcs.,64.77,Parker,backorder ok
ELC-2094,Push Button Switch 16A,35,EA,282.25,Eaton,quarterly order
NUT-1266,Cage Nut 1/2in,911,PCS,1.75,McMaster-Carr,new requirement
MTR-1856,Stepper Motor 10HP,5,EA,2005.72,Baldor,replacement
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,62,Pc,97.96,Hobart,backorder ok
PMP-1873,Centrifugal Pump 2in 15HP,5,ea,6162.98,Flowserve,need by Friday
ORG-1993,O-Ring Buna-N 30mm ID,421,pcs.,27.41,Freudenberg,approved by mgr
ELC-2073,Terminal Block 40A,9,pc,300.17,Eaton,
PMP-1882,Gear Pump 1in 5HP,2,ea.,6368.86,Grundfos,need by Friday
ELB-1478,Elbow 45deg 4in,106,ea.,25.75,Anvil International,
LUB-1983,Anti-Seize Compound 200L,46,pc,201.14,Mobil,see attached spec
MTR-1847,Servo Motor 15HP,7,pcs,1403.30,Siemens,backorder ok
MTR-1858,Stepper Motor 20HP,4,ea.,2338.06,Baldor,need by Friday
ELB-1492,street elbow 90deg 2in,192,pc,47.50,Smith-Cooper,standard
NUT-1291,T-Nut M8,7314,EA,1.91,Brighton-Best,backorder ok
NUT-1291,T-Nut M8,7314,EA,1.91,Brighton-Best,backorder ok
VLV-1552,Ball Valve Full Port 1/2in,44,ea,372.22,Crane,urgent
PIP-1435,PVC Pipe SCH40 1.5in x 6m,146,EA,154.76,POSCO,
VLV-1617,Relief Valve 3/4in,37,ea.,92.70,Neles,need by Friday
ELB-1496,reducing elbow 1/2in,131,pcs.,52.57,Smith-Cooper,urgent
FLG-1537,Threaded Flange 2in 150#,37,pcs,25.85,Boltex,new requirement
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,86,ea.,67.63,Hobart,
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,86,ea.,67.63,Hobart,
SLV-1915,Shaft Coupling 30mm,35,ea,224.34,Rexnord,
BLT-1148,Eye Bolt 5/8x3in,938,pc,3.99,Fastenal,
NUT-1275,  Weld Nut M20 ,3212,ea,2.05,Brighton-Best,replacement
MTR-1852,Stepper Motor 2HP,1,PCS,3381.34,Siemens,
MTR-1852,Stepper Motor 2HP,1,PCS,3381.34,Siemens,
VLV-1600,Plug Valve 1/2in,25,pcs.,286.19,Neles,check inventory first
HSE-1773,Quick Disconnect Coupling 3/4in x 3m,31,ea,537.88,Parker,standard
BLT-1124,Carriage Bolt M12x60,2056,pc,1.84,Nord-Lock,
SLV-1949,mechanical seal 50mm,14,pcs,228.54,Martin Sprocket,new requirement
WSH-1385,Fiber Washer M20,2814,ea,1.64,Nord-Lock,check inventory first
GSK-1675,Metal Jacketed Gasket 2in 150#,164,EA,50.19,Garlock,replacement
BRG-1050,Needle Roller Bearing 6205,428,pc,49.21,SKF,quarterly order
ELC-2087,Junction Box 25A,15,Pc,311.77,Allen-Bradley,approved by mgr
FLT-1780,Oil Filter Element 25 Micron,6,pc,55.38,Pall Corporation,urgent
ELB-1479,Elbow 45deg 6in,84,EA,61.72,Victaulic,
ORG-1999,O-Ring Viton 20mm ID,175,pcs,5.00,Trelleborg,check inventory first
WLD-2122,TIG Rod ER308L 0.8mm x 15kg,50,EA,43.94,ESAB,replacement
ELC-2091,Junction Box 100A,46,pcs.,305.26,ABB,new requirement
PRS-1685,Pressure Gauge 0-300C,16,ea,66.64,Yokogawa,urgent
ORG-2008,O-Ring Silicone 25mm ID,77,EA,38.18,Freudenberg,
MTR-1831,Gear Motor 1HP,10,pcs,1654.95,WEG,
VLV-1578,Check Valve Swing 1in,38,PCS,336.57,Velan,quarterly order
VLV-1629,Solenoid Valve 3in,22,EA,566.59,Velan,standard
MTR-1834,Gear Motor 5HP,6,EA,988.78,Siemens,
BLT-1131,flange bolt m8x30,4469,EA,3.63,Nord-Lock,standard
MTR-1821,electric motor 3phase 1hp,9,EA,876.25,Regal Beloit,backorder ok
FLG-1532,Socket Weld Flange 6in 150#,34,ea.,97.79,Bonney Forge,standard
PMP-1887,Gear Pump 4in 25HP,5,ea,2271.27,Grundfos,urgent
ORG-1995,  O-Ring Buna-N 50mm ID ,340,ea,32.09,Parker,approved by mgr
BRG-1057,Needle Roller Bearing NU210,418,EA,48.30,NSK,
ORG-2011,o-ring silicone 50mm id,154,Pc,35.81,Parker,need by Friday
PIP-1452,Copper Tube Type L 2in x 6m,54,EA,273.30,Nippon Steel,need by Friday
ELB-1490,Street Elbow 90deg 1in,133,ea,48.98,Bonney Forge,approved by mgr
BRG-1091,Flanged Bearing Unit 6208,229,EA,52.32,SKF,check inventory first
ELB-1489,Street Elbow 90deg 3/4in,105,pcs,73.66,Victaulic,backorder ok
GSK-1643,Ring Joint Gasket 6in 150#,180,ea,45.01,Lamons,quarterly order
WSH-1301,Flat Washer M8,3559,Pc,0.64,Fastenal,
WSH-1301,Flat Washer M8,3559,Pc,0.64,Fastenal,
GSK-1679,Metal Jacketed Gasket 8in 150#,24,Pc,48.97,Flexitallic,replacement
BLT-1124,Carriage Bolt M12x60,2981,PCS,3.84,Nord-Lock,replacement
WSH-1356,Wave Washer 1/2in,2831,Pc,0.55,Fastenal,need by Friday
PRS-1727,RTD Sensor PT100 0-300C,18,pc,52.24,Honeywell,standard
SLV-1920,Shaft Coupling 80mm,22,ea.,314.12,Rexnord,
ORG-2025,Lip Seal 30mm ID,343,pcs,17.56,Trelleborg,urgent
BLT-1133,Flange Bolt M10x50,2812,pc,1.17,McMaster-Carr,new requirement
MTR-1855,stepper motor 7.5hp,2,pcs.,835.68,Siemens,see attached spec
ELC-2065,Control Transformer 40A,37,pc,174.75,ABB,approved by mgr
PMP-1884,Gear Pump 2in 10HP,2,ea.,5540.53,Grundfos,
PMP-1884,Gear Pump 2in 10HP,2,ea.,5540.53,Grundfos,
ELC-2096,  Push Button Switch 32A ,13,pcs,253.04,Schneider Electric,
WSH-1365,Tab Washer M20,8638,ea,0.47,Grainger,backorder ok
ELC-2096,Push Button Switch 32A,30,ea.,150.87,Schneider Electric,quarterly order
NUT-1269,  Cage Nut 1in ,4462,EA,1.43,Brighton-Best,
ORG-2028,Lip Seal 75mm ID,429,pc,44.21,Parker,
NUT-1249,Wing Nut 1in,9865,Pc,1.01,Wurth,see attached spec
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,149,Pc,129.48,Tata Steel,
VLV-1580,Check Valve Swing 2in,12,PCS,701.71,Neles,
GSK-1659,Rubber Gasket 2in 300#,150,Pc,34.61,Teadit,replacement
NUT-1244,Wing Nut M16,1120,pc,1.88,Grainger,
ELC-2074,Terminal Block 63A,31,pc,182.25,Schneider Electric,approved by mgr
PMP-1889,Peristaltic Pump 1.5in 7.5HP,5,ea,6312.55,Xylem,urgent
PIP-1444,CPVC Pipe 2in x 6m,11,pcs.,137.89,POSCO,
BLT-1138,Flange Bolt 5/8x3in,1846,EA,3.50,Fastenal,
PMP-1887,Gear Pump 4in 25HP,2,pcs.,2033.80,Grundfos,see attached spec
NUT-1201,hex nut m8,3469,pc,1.15,Wurth,
MTR-1852,Stepper Motor 2HP,6,EA,2218.39,Siemens,urgent
PRS-1707,Level Transmitter 2in line,18,Pc,116.93,Yokogawa,need by Friday
ELB-1490,Street Elbow 90deg 1in,146,ea,67.60,Bonney Forge,backorder ok
WLD-2110,Welding Rod E7018 0.8mm x 15kg,21,Pc,81.79,Hobart,new requirement
MTR-1862,Explosion Proof Motor 2HP,6,ea,1328.36,Nidec,urgent
VLV-1626,Solenoid Valve 1in,29,ea,675.19,Emerson,need by Friday
ELB-1480,Long Radius Elbow 90deg 1/2in,25,EA,21.43,Smith-Cooper,
MTR-1852,Stepper Motor 2HP,9,ea.,139.15,Siemens,see attached spec
FLT-1792,Hydraulic Filter Element 25 Micron,74,pcs,45.32,Donaldson,quarterly order
BRG-1001,  Deep Groove Ball Bearing 6208 ,398,ea.,103.29,Timken,approved by mgr
FLG-1550,Lap Joint Flange 4in 300#,86,ea.,117.59,Boltex,standard
BLT-1115,Socket Head Cap Screw M16x80,4862,ea.,0.46,Grainger,replacement
FLT-1778,Oil Filter Element 5 Micron,60,ea.,121.51,Mahle,approved by mgr
SLV-1943,SHAFT SEAL 75MM,29,ea.,167.98,Timken,
WSH-1381,Fiber Washer M8,9815,pc,1.36,McMaster-Carr,
NUT-1241,Wing Nut M8,6798,ea,0.81,Grainger,backorder ok
FLG-1540,Threaded Flange 6in 150#,51,pcs,70.22,Bonney Forge,urgent
BRG-1059,Needle Roller Bearing UC205,174,Pc,91.91,NSK,
BRG-1059,Needle Roller Bearing UC205,174,Pc,91.91,NSK,
GSK-1650,PTFE Envelope Gasket 6in 150#,92,pcs.,17.86,Lamons,quarterly order
WSH-1361,Tab Washer M8,1033,pc,2.00,Grainger,urgent
PIP-1457,Chrome Moly Pipe 3/4in x 6m,51,pcs.,272.61,ArcelorMittal,backorder ok
PRS-1712,pressure transmitter 0-150c,6,ea.,397.35,Endress+Hauser,approved by mgr
NUT-1274,Weld Nut M16,9292,pcs,2.91,McMaster-Carr,approved by mgr
HSE-1773,Quick Disconnect Coupling 3/4in x 3m,38,Pc,441.30,Parker,replacement
SLV-1940,shaft seal 40mm,9,pcs.,148.26,Rexnord,
PIP-1424,galvanized pipe 1/2in x 6m,92,ea,179.10,Tata Steel,approved by mgr
GSK-1659,Rubber Gasket 2in 300#,110,pcs.,44.96,Teadit,urgent
BLT-1167,Stud Bolt 1/2x2in,1473,PCS,7.71,McMaster-Carr,standard
VLV-1611,Diaphragm Valve 1.5in,36,EA,606.55,Crane,approved by mgr
PIP-1425,Galvanized Pipe 3/4in x 6m,195,ea.,318.65,Nippon Steel,urgent
LUB-1955,Bearing Grease 1kg,17,pc,51.41,Shell,need by Friday
NUT-1293,T-Nut M12,9900,EA,1.67,McMaster-Carr,replacement
WSH-1366,Tab Washer 1/2in,2757,ea,0.05,McMaster-Carr,
WSH-1312,Lock Washer M10,7811,ea.,0.19,Fastenal,replacement
ELB-1500,REDUCING ELBOW 2IN,160,pc,49.57,Smith-Cooper,new requirement
NUT-1229,Flange Nut 1in,8281,Pc,0.79,Wurth,check inventory first
GSK-1643,Ring Joint Gasket 6in 150#,146,ea.,27.64,Lamons,standard
BLT-1194,Lag Bolt M12x60,433,ea,6.99,Fastenal,quarterly order
MTR-1852,Stepper Motor 2HP,10,Pc,166.10,Siemens,
SLV-1952,Mechanical Seal 80mm,32,ea,227.34,Rexnord,standard
ELB-1488,street elbow 90deg 1/2in,136,EA,72.01,Victaulic,check inventory first
BRG-1074,Self-Aligning Bearing 30208,312,ea,22.89,SKF,see attached spec
BRG-1033,Spherical Roller Bearing 30206,356,pcs,15.15,Koyo,standard
NUT-1205,Hex Nut M20,4003,pcs.,1.07,Wurth,urgent
VLV-1603,  Plug Valve 1.5in ,43,ea.,681.23,Swagelok,approved by mgr
LUB-1988,PENETRATING OIL 200L,34,EA,288.40,Castrol,backorder ok
ELB-1468,Elbow 90deg 2in,169,pc,71.45,Smith-Cooper,check inventory first
GSK-1645,Ring Joint Gasket 2in 300#,185,pcs,42.14,Klinger,backorder ok
WSH-1389,fiber washer 1in,3381,ea.,1.83,Nord-Lock,new requirement
BLT-1109,Hex Bolt 3/4x4in,4192,EA,4.82,Grainger,urgent
SLV-1914,Shaft Coupling 25mm,8,pcs.,34.21,Martin Sprocket,need by Friday
BRG-1034,Spherical Roller Bearing 30208,152,pcs.,65.83,INA,quarterly order
GSK-1662,Graphite Gasket 3in 150#,53,ea.,30.02,Teadit,need by Friday
FLG-1531,Socket Weld Flange 4in 150#,68,Pc,253.46,Bonney Forge,need by Friday
ORG-2027,Lip Seal 50mm ID,361,Pc,25.69,James Walker,
FLT-1778,Oil Filter Element 5 Micron,7,ea.,132.33,Mahle,
BLT-1175,Anchor Bolt M16x80,636,ea,1.64,Grainger,new requirement
VLV-1579,check valve swing 1.5in,48,EA,479.13,Emerson,new requirement
BLT-1124,Carriage Bolt M12x60,1176,EA,1.73,Nord-Lock,new requirement
PIP-1431,Galvanized Pipe 6in x 6m,166,pc,129.36,Nippon Steel,new requirement
PMP-1895,Screw Pump 1.5in 7.5HP,3,EA,1436.05,Flowserve,urgent
FLT-1782,Oil Filter Element 100 Micron,77,pcs.,72.09,Mann+Hummel,
PRS-1701,Flow Meter 4in line,17,pcs,289.53,Endress+Hauser,check inventory first
FLT-1791,Hydraulic Filter Element 10 Micron,19,ea.,22.85,Parker,backorder ok
FLG-1543,Threaded Flange 6in 300#,28,PCS,136.89,Coastal Flange,quarterly order
PIP-1441,CPVC Pipe 3/4in x 6m,53,ea,268.74,Tenaris,need by Friday
NUT-1206,Hex Nut 1/2in,6805,pcs,1.01,Fastenal,
NUT-1286,Acorn Nut 1/2in,8607,EA,1.95,Grainger,
VLV-1611,Diaphragm Valve 1.5in,8,pcs,657.72,Crane,see attached spec
MTR-1838,Gear Motor 20HP,2,EA,1829.67,Baldor,
BRG-1023,Angular Contact Bearing 30206,479,pcs,81.75,Koyo,check inventory first
PIP-1428,GALVANIZED PIPE 2IN X 6M,144,ea.,24.70,Nippon Steel,backorder ok
SLV-1937,Shaft Key 100mm,10,ea,289.33,Rexnord,approved by mgr
SLV-1937,Shaft Key 100mm,10,ea,289.33,Rexnord,approved by mgr
LUB-1966,Gear Oil 5L,33,pcs.,24.25,Mobil,
VLV-1580,check valve swing 2in,24,Pc,473.40,Neles,approved by mgr
HSE-1773,quick disconnect coupling 3/4in x 3m,5,EA,212.47,Parker,
NUT-1283,Acorn Nut M12,270,Pc,1.05,Grainger,
ORG-2030,V-Ring Seal 15mm ID,476,ea.,2.51,SKF,
FLG-1532,SOCKET WELD FLANGE 6IN 150#,66,ea.,160.59,Bonney Forge,
WSH-1386,Fiber Washer 1/2in,7541,Pc,1.55,Nord-Lock,check inventory first
ELB-1465,Elbow 90deg 3/4in,180,ea.,73.21,Anvil International,
WLD-2117,mig wire er70s-6 1.0mm x 15kg,18,pcs,56.80,Lincoln Electric,quarterly order
NUT-1266,cage nut 1/2in,5767,ea,2.11,McMaster-Carr,backorder ok
SLV-1912,Shaft Sleeve 80mm,20,pc,123.76,Timken,
HSE-1771,Quick Disconnect Coupling 3/8in x 2m,9,EA,376.20,Eaton,replacement
ELB-1486,Long Radius Elbow 90deg 4in,145,EA,11.40,Bonney Forge,standard
ELB-1475,elbow 45deg 1.5in,104,ea,13.69,Victaulic,new requirement
