Item ID,Part Desc,Quantity,Cost Per Unit,Vendor,Department
ELB-1498,Reducing Elbow 1in,109,63.23,National Bolt & Nut,Production
MTR-1824,Electric Motor 3Phase 5HP,9,630.49,Valve World Inc,Safety
BRG-1083,Cylindrical Roller Bearing 30206,421,13.48,Valve World Inc,Production
PRS-1722,Thermocouple Type K 4in line,15,367.97,Timken Industrial,Warehouse
BRG-1005,Deep Groove Ball Bearing 7208,155,26.21,Seal & Gasket Warehouse,Utilities
PMP-1893,Peristaltic Pump 4in 25HP,4,4744.77,National Bolt & Nut,Quality
SLV-1929,Shaft Collar 100mm,36,275.60,Timken Industrial,Utilities
WSH-1396,Copper Washer 1/2in,2983,0.73,Pipe & Fitting Co,Safety
PRS-1683,Pressure Gauge 0-500psi,15,221.52,Pump Solutions Ltd,Operations
MTR-1831,Gear Motor 1HP,6,1155.86,National Bolt & Nut,Maintenance
ELB-1471,Elbow 90deg 6in,37,82.06,Pump Solutions Ltd,Maintenance
PRS-1691,Temperature Gauge 0-150C,14,253.31,National Bolt & Nut,Operations
BRG-1045,Thrust Ball Bearing 7208,426,64.77,Pipe & Fitting Co,Warehouse
PRS-1716,Thermocouple Type K 0-100psi,14,89.63,SKF Global,Maintenance
BRG-1018,Tapered Roller Bearing 51105,296,82.35,Pump Solutions Ltd,Engineering
NUT-1242,Wing Nut M10,1948,0.32,Electrical Supply House,Production
ORG-2014,Oil Seal 15mm ID,96,29.46,Seal & Gasket Warehouse,Utilities
SLV-1940,SHAFT SEAL 40MM,34,263.81,National Bolt & Nut,Warehouse
BLT-1179,Anchor Bolt 3/4x4in,1984,3.73,SKF Global,Quality
WSH-1324,Spring Washer M16,3214,1.52,National Bolt & Nut,Safety
PIP-1406,Steel Pipe SCH40 4in x 6m,40,77.10,SKF Global,Warehouse
PIP-1415,SS Pipe SCH10 6in x 6m,50,314.76,Pipe & Fitting Co,Engineering
PRS-1718,Thermocouple Type K 0-500psi,6,64.99,Pump Solutions Ltd,Warehouse
BRG-1026,Angular Contact Bearing 22210,164,98.07,SKF Global,Maintenance
BRG-1075,Self-Aligning Bearing 7208,111,8.90,SKF Global,Utilities
BRG-1095,Flanged Bearing Unit 7208,311,26.51,National Bolt & Nut,Operations
VLV-1558,Ball Valve Full Port 4in,50,686.21,Electrical Supply House,Engineering
ELC-2061,Control Transformer 10A,40,39.10,Valve World Inc,Quality
PIP-1418,Carbon Steel Pipe SCH80 1in x 6m,47,205.10,Pipe & Fitting Co,Engineering
NUT-1264,Cage Nut M16,5647,1.10,Valve World Inc,Safety
SLV-1921,Shaft Coupling 100mm,26,143.37,National Bolt & Nut,Engineering
ELC-2094,Push Button Switch 16A,9,258.73,Pipe & Fitting Co,Quality
ELC-2048,Contactor 32A,4,224.36,Electrical Supply House,Engineering
HSE-1744,Hydraulic Fitting 3/8in,24,138.67,Valve World Inc,Safety
ELC-2090,Junction Box 63A,45,259.04,Valve World Inc,Maintenance
WSH-1318,lock washer 3/4in,5488,0.78,Electrical Supply House,Utilities
BLT-1173,Anchor Bolt M10x50,3854,6.10,Seal & Gasket Warehouse,Warehouse
LUB-1968,Gear Oil 200L,41,267.59,Valve World Inc,Quality
NUT-1251,Castle Nut M8,2727,1.38,Pump Solutions Ltd,Maintenance
WSH-1352,WAVE WASHER M10,2915,1.58,Seal & Gasket Warehouse,Quality
ELC-2040,Circuit Breaker 32A,14,198.67,Timken Industrial,Safety
ORG-2016,Oil Seal 25mm ID,297,9.71,Electrical Supply House,Safety
BLT-1147,Eye Bolt 1/2x2in,1119,3.87,Valve World Inc,Maintenance
WSH-1395,Copper Washer M20,7438,0.61,Electrical Supply House,Engineering
WSH-1395,Copper Washer M20,7438,0.61,Electrical Supply House,Engineering
VLV-1558,Ball Valve Full Port 4in,10,619.90,Valve World Inc,Safety
PRS-1729,RTD Sensor PT100 4in line,3,231.86,Valve World Inc,Operations
PRS-1724,RTD Sensor PT100 0-200psi,7,239.43,Valve World Inc,Maintenance
ORG-2034,V-Ring Seal 40mm ID,80,0.96,National Bolt & Nut,Warehouse
NUT-1244,Wing Nut M16,3763,2.45,Pump Solutions Ltd,Engineering
FLG-1548,Lap Joint Flange 6in 150#,38,130.04,Pump Solutions Ltd,Safety
MTR-1837,Gear Motor 15HP,7,701.73,Seal & Gasket Warehouse,Warehouse
SLV-1940,Shaft Seal 40mm,9,63.68,SKF Global,Quality
NUT-1265,cage nut m20,6990,1.65,SKF Global,Engineering
WSH-1319,  Lock Washer 1in ,8662,1.84,Timken Industrial,Engineering
PIP-1450,Copper Tube Type L 1in x 6m,158,40.20,SKF Global,Engineering
PIP-1450,Copper Tube Type L 1in x 6m,158,40.20,SKF Global,Engineering
BLT-1110,Socket Head Cap Screw M6x20,4484,7.26,Seal & Gasket Warehouse,Maintenance
VLV-1599,Needle Valve 6in,38,297.26,Pump Solutions Ltd,Utilities
VLV-1599,Needle Valve 6in,38,297.26,Pump Solutions Ltd,Utilities
BRG-1097,Flanged Bearing Unit NU210,102,103.00,SKF Global,Production
BRG-1044,Thrust Ball Bearing 30208,306,97.14,Seal & Gasket Warehouse,Quality
VLV-1567,Gate Valve 6in,30,648.34,SKF Global,Engineering
WSH-1301,Flat Washer M8,4188,1.97,National Bolt & Nut,Maintenance
PRS-1728,rtd sensor pt100 2in line,14,129.64,National Bolt & Nut,Safety
ELB-1471,Elbow 90deg 6in,164,30.82,Electrical Supply House,Utilities
WSH-1331,Belleville Washer M8,1312,0.31,Pump Solutions Ltd,Production
BLT-1153,U-Bolt M10x50,800,4.88,Timken Industrial,Quality
ELB-1496,Reducing Elbow 1/2in,179,68.92,Pipe & Fitting Co,Quality
BRG-1087,Cylindrical Roller Bearing NU210,64,108.49,Pump Solutions Ltd,Maintenance
ELC-2069,Terminal Block 10A,11,43.27,Timken Industrial,Utilities
BRG-1054,NEEDLE ROLLER BEARING 30208,403,30.98,Pump Solutions Ltd,Safety
WSH-1333,Belleville Washer M12,6770,0.27,Pump Solutions Ltd,Engineering
GSK-1679,Metal Jacketed Gasket 8in 150#,156,39.18,Timken Industrial,Safety
NUT-1251,Castle Nut M8,9633,2.98,Pipe & Fitting Co,Utilities
BRG-1082,Cylindrical Roller Bearing 6310,167,104.89,Pump Solutions Ltd,Operations
ELC-2079,Cable Gland 25A,44,283.94,Valve World Inc,Utilities
FLT-1804,Water Filter Cartridge 25 Micron,7,150.72,Pump Solutions Ltd,Engineering
BRG-1029,Angular Contact Bearing UC205,298,36.16,Electrical Supply House,Engineering
WSH-1366,Tab Washer 1/2in,1182,0.26,Valve World Inc,Maintenance
ELB-1481,Long Radius Elbow 90deg 3/4in,74,70.54,National Bolt & Nut,Production
NUT-1291,T-Nut M8,4979,1.94,SKF Global,Maintenance
ELB-1477,Elbow 45deg 3in,154,52.71,National Bolt & Nut,Engineering
ORG-2016,Oil Seal 25mm ID,155,20.95,Pipe & Fitting Co,Quality
SLV-1909,  Shaft Sleeve 50mm ,6,34.87,Electrical Supply House,Maintenance
PRS-1714,Pressure Transmitter 2in line,8,268.40,SKF Global,Utilities
PIP-1449,Copper Tube Type L 3/4in x 6m,35,162.14,Seal & Gasket Warehouse,Quality
BRG-1065,Pillow Block Bearing 7208,230,68.58,SKF Global,Maintenance
ORG-2031,V-Ring Seal 20mm ID,447,41.40,Seal & Gasket Warehouse,Engineering
BLT-1129,Carriage Bolt 3/4x4in,4397,1.91,National Bolt & Nut,Production
PIP-1416,Carbon Steel Pipe SCH80 1/2in x 6m,154,250.81,Timken Industrial,Quality
WLD-2106,Welding Rod E6010 1.2mm x 15kg,84,32.29,National Bolt & Nut,Utilities
HSE-1748,Hydraulic Cylinder 1/2in x 3m,17,249.73,Electrical Supply House,Engineering
LUB-1963,Hydraulic Oil 200L,37,314.73,Seal & Gasket Warehouse,Production
SLV-1944,SHAFT SEAL 80MM,39,313.34,Pump Solutions Ltd,Warehouse
BLT-1156,U-Bolt M20x100,4958,4.85,Electrical Supply House,Safety
BRG-1045,Thrust Ball Bearing 7208,71,27.54,Electrical Supply House,Maintenance
GSK-1660,Graphite Gasket 1in 150#,113,64.61,Pipe & Fitting Co,Utilities
VLV-1573,Globe Valve 3in,26,690.60,Timken Industrial,Maintenance
MTR-1862,  Explosion Proof Motor 2HP ,2,2399.59,Timken Industrial,Operations
ORG-2006,O-Ring Silicone 15mm ID,272,7.45,Timken Industrial,Engineering
PMP-1888,Peristaltic Pump 1in 5HP,1,6712.99,Pipe & Fitting Co,Production
ORG-2002,O-Ring Viton 40mm ID,188,44.04,Valve World Inc,Maintenance
FLG-1525,Blind Flange 2in 300#,6,255.43,Electrical Supply House,Warehouse
VLV-1608,diaphragm valve 1/2in,31,518.58,Pipe & Fitting Co,Operations
BLT-1165,Stud Bolt M16x80,2206,5.73,Valve World Inc,Maintenance
PIP-1437,PVC Pipe SCH40 3in x 6m,132,17.23,Seal & Gasket Warehouse,Utilities
NUT-1232,Coupling Nut M10,7475,0.17,SKF Global,Utilities
PIP-1408,SS Pipe SCH10 1/2in x 6m,142,49.40,SKF Global,Quality
PRS-1700,Flow Meter 2in line,21,297.34,National Bolt & Nut,Production
PIP-1416,carbon steel pipe sch80 1/2in x 6m,112,43.15,National Bolt & Nut,Quality
GSK-1659,Rubber Gasket 2in 300#,95,58.21,Pipe & Fitting Co,Maintenance
MTR-1869,Explosion Proof Motor 25HP,8,647.91,Timken Industrial,Operations
WSH-1316,Lock Washer 1/2in,1472,0.23,Pipe & Fitting Co,Warehouse
BRG-1002,Deep Groove Ball Bearing 6310,234,55.03,Electrical Supply House,Operations
BLT-1111,Socket Head Cap Screw M8x30,4431,1.74,Valve World Inc,Quality
ELC-2093,Push Button Switch 10A,46,30.82,Timken Industrial,Warehouse
PRS-1724,RTD Sensor PT100 0-200psi,5,146.41,Seal & Gasket Warehouse,Maintenance
BRG-1031,Spherical Roller Bearing 6208,168,37.81,Valve World Inc,Maintenance
FLG-1547,Lap Joint Flange 4in 150#,98,149.65,Valve World Inc,Utilities
ELB-1481,Long Radius Elbow 90deg 3/4in,182,43.09,National Bolt & Nut,Operations
NUT-1216,LOCK NUT NYLON INSERT 1/2IN,4718,1.22,Timken Industrial,Quality
ORG-1994,O-Ring Buna-N 40mm ID,126,21.84,Pipe & Fitting Co,Production
MTR-1867,EXPLOSION PROOF MOTOR 15HP,10,3205.90,National Bolt & Nut,Production
WSH-1363,Tab Washer M12,3483,1.94,Seal & Gasket Warehouse,Production
HSE-1753,Hydraulic Cylinder 1/2in,27,71.05,Timken Industrial,Quality
WLD-2112,Welding Rod E7018 1.2mm x 15kg,22,62.06,Timken Industrial,Quality
SLV-1946,Mechanical Seal 25mm,18,90.04,National Bolt & Nut,Warehouse
GSK-1647,PTFE Envelope Gasket 2in 150#,159,19.95,Valve World Inc,Engineering
NUT-1226,Flange Nut 1/2in,4446,0.81,SKF Global,Quality
VLV-1559,ball valve full port 6in,20,786.11,Pump Solutions Ltd,Warehouse
FLG-1512,Slip-On Flange 1in 150#,40,134.29,National Bolt & Nut,Quality
BRG-1058,Needle Roller Bearing 51105,300,39.69,Pump Solutions Ltd,Production
BRG-1058,Needle Roller Bearing 51105,300,39.69,Pump Solutions Ltd,Production
SLV-1945,Shaft Seal 100mm,39,150.37,Electrical Supply House,Safety
BRG-1033,Spherical Roller Bearing 30206,186,103.64,Electrical Supply House,Operations
FLG-1535,SOCKET WELD FLANGE 6IN 300#,33,209.11,Seal & Gasket Warehouse,Engineering
FLG-1551,Lap Joint Flange 6in 300#,79,58.41,Seal & Gasket Warehouse,Quality
BLT-1198,Lag Bolt 5/8x3in,440,7.42,National Bolt & Nut,Warehouse
BRG-1063,Pillow Block Bearing 30206,174,26.64,Timken Industrial,Quality
HSE-1755,Hydraulic Pump 3/8in x 2m,18,99.56,Valve World Inc,Production
PRS-1701,Flow Meter 4in line,26,157.40,Pipe & Fitting Co,Utilities
HSE-1733,Hydraulic Hose 3/4in x 3m,45,252.08,Pipe & Fitting Co,Operations
BLT-1156,U-BOLT M20X100,4771,7.01,Timken Industrial,Operations
VLV-1627,Solenoid Valve 1.5in,32,326.41,Timken Industrial,Engineering
BLT-1156,U-Bolt M20x100,4794,4.18,Pipe & Fitting Co,Maintenance
ELC-2083,Cable Gland 100A,44,193.67,Pump Solutions Ltd,Production
WSH-1353,Wave Washer M12,6049,0.21,Valve World Inc,Maintenance
WSH-1353,Wave Washer M12,6049,0.21,Valve World Inc,Maintenance
NUT-1233,Coupling Nut M12,7978,1.84,Electrical Supply House,Operations
FLT-1796,Fuel Filter 5 Micron,48,29.55,National Bolt & Nut,Quality
PIP-1429,Galvanized Pipe 3in x 6m,108,221.92,Timken Industrial,Engineering
FLG-1522,BLIND FLANGE 3IN 150#,100,278.96,Valve World Inc,Utilities
ELB-1503,REDUCING ELBOW 6IN,171,39.99,Timken Industrial,Maintenance
ELB-1494,Street Elbow 90deg 4in,169,39.93,Valve World Inc,Warehouse
NUT-1256,Castle Nut 1/2in,9298,2.83,SKF Global,Quality
BLT-1114,SOCKET HEAD CAP SCREW M12X60,3535,2.90,Pump Solutions Ltd,Quality
FLT-1791,Hydraulic Filter Element 10 Micron,42,89.80,Seal & Gasket Warehouse,Safety
WSH-1326,SPRING WASHER 1/2IN,8011,0.72,Pump Solutions Ltd,Maintenance
PRS-1709,Pressure Transmitter 0-100psi,13,61.30,Pump Solutions Ltd,Utilities
NUT-1208,Hex Nut 3/4in,4286,2.43,Pipe & Fitting Co,Engineering
NUT-1208,Hex Nut 3/4in,4286,2.43,Pipe & Fitting Co,Engineering
LUB-1977,CHAIN LUBRICANT 20L,50,318.08,Pipe & Fitting Co,Operations
LUB-1971,Compressor Oil 5L,18,228.66,Electrical Supply House,Safety
WSH-1360,Tab Washer M6,626,0.53,Electrical Supply House,Quality
BLT-1120,Carriage Bolt M6x20,1911,5.44,Pipe & Fitting Co,Production
NUT-1200,Hex Nut M6,8218,0.34,Valve World Inc,Utilities
WSH-1312,Lock Washer M10,9157,0.97,SKF Global,Operations
BLT-1195,  Lag Bolt M16x80 ,4294,0.45,National Bolt & Nut,Engineering
BRG-1016,Tapered Roller Bearing 22210,159,89.73,SKF Global,Operations
WSH-1307,Flat Washer 5/8in,2799,1.42,Timken Industrial,Operations
VLV-1627,Solenoid Valve 1.5in,33,684.85,Timken Industrial,Engineering
GSK-1633,Spiral Wound Gasket 2in 150#,30,10.10,Valve World Inc,Warehouse
MTR-1859,Stepper Motor 25HP,8,2229.90,National Bolt & Nut,Utilities
PRS-1718,thermocouple type k 0-500psi,15,228.81,Electrical Supply House,Utilities
HSE-1737,Hydraulic Hose 1/2in,28,266.85,SKF Global,Production
ELC-2043,CIRCUIT BREAKER 100A,46,66.28,Pipe & Fitting Co,Safety
PRS-1721,Thermocouple Type K 2in line,30,213.40,Pipe & Fitting Co,Utilities
FLT-1810,Bag Filter 25 Micron,15,121.90,Seal & Gasket Warehouse,Safety
PIP-1436,PVC PIPE SCH40 2IN X 6M,118,177.26,Valve World Inc,Operations
ORG-2006,O-Ring Silicone 15mm ID,359,6.04,Pump Solutions Ltd,Safety
ELB-1474,Elbow 45deg 1in,50,80.34,SKF Global,Quality
ELC-2054,Overload Relay 16A,26,301.28,Electrical Supply House,Operations
HSE-1731,Hydraulic Hose 3/8in x 2m,12,663.86,National Bolt & Nut,Warehouse
WSH-1301,Flat Washer M8,278,1.74,Valve World Inc,Maintenance
SLV-1909,Shaft Sleeve 50mm,21,265.28,Pipe & Fitting Co,Safety
FLT-1803,Water Filter Cartridge 10 Micron,62,48.13,Timken Industrial,Warehouse
FLT-1803,Water Filter Cartridge 10 Micron,62,48.13,Timken Industrial,Warehouse
BLT-1165,stud bolt m16x80,4744,5.75,SKF Global,Engineering
FLG-1531,Socket Weld Flange 4in 150#,22,43.26,Seal & Gasket Warehouse,Quality
LUB-1984,Penetrating Oil 400g,27,369.81,Timken Industrial,Operations
BLT-1194,Lag Bolt M12x60,4622,1.14,Electrical Supply House,Safety
BRG-1050,Needle Roller Bearing 6205,283,31.78,SKF Global,Maintenance
BRG-1050,Needle Roller Bearing 6205,283,31.78,SKF Global,Maintenance
HSE-1751,HYDRAULIC CYLINDER 1/4IN,48,662.98,Pump Solutions Ltd,Engineering
PIP-1446,CPVC Pipe 4in x 6m,18,184.56,Timken Industrial,Warehouse
FLT-1783,Oil Filter Element 1 Micron,84,145.99,Pipe & Fitting Co,Safety
VLV-1626,Solenoid Valve 1in,26,592.80,Seal & Gasket Warehouse,Warehouse
VLV-1553,ball valve full port 3/4in,40,328.09,Seal & Gasket Warehouse,Engineering
WSH-1341,fender washer m8,8563,1.29,National Bolt & Nut,Safety
BLT-1176,Anchor Bolt M20x100,4012,4.37,Timken Industrial,Safety
PMP-1873,Centrifugal Pump 2in 15HP,4,6094.18,Timken Industrial,Engineering
FLG-1516,Slip-On Flange 6in 150#,20,263.96,Electrical Supply House,Safety
PRS-1701,Flow Meter 4in line,8,151.02,Timken Industrial,Warehouse
FLT-1817,Strainer Basket 50 Micron,98,168.53,Electrical Supply House,Operations
ORG-2010,O-Ring Silicone 40mm ID,298,32.80,Seal & Gasket Warehouse,Production
NUT-1264,Cage Nut M16,9129,0.33,Seal & Gasket Warehouse,Safety
BLT-1160,Stud Bolt M6x20,2505,2.71,Pipe & Fitting Co,Production
FLG-1545,Lap Joint Flange 2in 150#,39,145.76,Pump Solutions Ltd,Operations
FLT-1804,Water Filter Cartridge 25 Micron,61,36.63,Valve World Inc,Safety
ORG-2034,V-Ring Seal 40mm ID,46,18.78,Pipe & Fitting Co,Production
VLV-1628,Solenoid Valve 2in,41,832.29,Pipe & Fitting Co,Safety
ORG-2019,Oil Seal 50mm ID,424,20.41,SKF Global,Operations
SLV-1937,Shaft Key 100mm,22,289.15,Pump Solutions Ltd,Warehouse
ORG-1994,O-Ring Buna-N 40mm ID,153,13.83,Seal & Gasket Warehouse,Quality
WSH-1300,Flat Washer M6,6996,0.07,Seal & Gasket Warehouse,Safety
WSH-1336,  Belleville Washer 1/2in ,4150,0.68,SKF Global,Utilities
MTR-1845,Servo Motor 7.5HP,2,1641.75,Seal & Gasket Warehouse,Engineering
LUB-1981,Anti-Seize Compound 5L,34,141.39,Valve World Inc,Production
VLV-1616,Relief Valve 1/2in,8,204.82,SKF Global,Quality
WSH-1364,Tab Washer M16,430,1.30,National Bolt & Nut,Engineering
PIP-1450,Copper Tube Type L 1in x 6m,127,106.35,Pump Solutions Ltd,Quality
BRG-1019,Tapered Roller Bearing UC205,227,76.97,Pump Solutions Ltd,Warehouse
PIP-1450,  Copper Tube Type L 1in x 6m ,27,93.65,Pump Solutions Ltd,Operations
MTR-1834,GEAR MOTOR 5HP,5,322.79,Pipe & Fitting Co,Warehouse
BLT-1132,Flange Bolt M10x40,3716,5.49,Valve World Inc,Warehouse
VLV-1574,Globe Valve 4in,29,828.73,Valve World Inc,Safety
GSK-1651,PTFE Envelope Gasket 8in 150#,33,48.79,SKF Global,Quality
BLT-1120,carriage bolt m6x20,2599,5.34,National Bolt & Nut,Engineering
LUB-1977,  Chain Lubricant 20L ,35,390.97,National Bolt & Nut,Utilities
GSK-1678,Metal Jacketed Gasket 6in 150#,172,24.13,Seal & Gasket Warehouse,Utilities
NUT-1238,  Coupling Nut 3/4in ,4371,2.12,National Bolt & Nut,Engineering
BLT-1115,socket head cap screw m16x80,103,6.36,Timken Industrial,Engineering
BLT-1144,  Eye Bolt M12x60 ,4856,5.94,Timken Industrial,Production
PRS-1729,RTD Sensor PT100 4in line,21,86.53,Timken Industrial,Safety
MTR-1856,  Stepper Motor 10HP ,5,2119.52,Pump Solutions Ltd,Engineering
ELB-1466,Elbow 90deg 1in,167,68.94,Pipe & Fitting Co,Operations
VLV-1610,Diaphragm Valve 1in,40,239.85,Pump Solutions Ltd,Warehouse
MTR-1860,Explosion Proof Motor 0.5HP,7,1910.69,Pipe & Fitting Co,Operations
SLV-1926,Shaft Collar 60mm,4,226.00,Electrical Supply House,Maintenance
FLG-1516,slip-on flange 6in 150#,77,133.22,Valve World Inc,Quality
ORG-2013,Oil Seal 10mm ID,325,9.28,SKF Global,Safety
HSE-1753,Hydraulic Cylinder 1/2in,40,126.45,Pump Solutions Ltd,Safety
BLT-1140,Eye Bolt M6x20,3435,2.34,SKF Global,Warehouse
SLV-1921,Shaft Coupling 100mm,30,42.66,Pipe & Fitting Co,Maintenance
ELC-2083,Cable Gland 100A,18,93.97,Timken Industrial,Quality
BLT-1134,Flange Bolt M12x60,70,0.55,Seal & Gasket Warehouse,Maintenance
GSK-1637,Spiral Wound Gasket 8in 150#,78,24.20,Electrical Supply House,Maintenance
FLG-1549,Lap Joint Flange 2in 300#,93,210.20,Timken Industrial,Operations
NUT-1274,Weld Nut M16,1333,0.46,National Bolt & Nut,Safety
FLT-1782,Oil Filter Element 100 Micron,13,106.22,SKF Global,Engineering
HSE-1762,HYDRAULIC FILTER 1/4IN X 1M,25,565.64,Timken Industrial,Engineering
VLV-1609,Diaphragm Valve 3/4in,39,550.86,Electrical Supply House,Utilities
MTR-1833,  Gear Motor 3HP ,6,3252.40,Valve World Inc,Quality
VLV-1553,Ball Valve Full Port 3/4in,23,127.51,Pump Solutions Ltd,Warehouse
LUB-1978,Chain Lubricant 200L,18,116.88,National Bolt & Nut,Production
LUB-1968,Gear Oil 200L,19,344.58,Seal & Gasket Warehouse,Quality
VLV-1566,Gate Valve 4in,24,338.52,Timken Industrial,Utilities
WSH-1325,spring washer m20,8394,1.00,Electrical Supply House,Maintenance
ORG-2007,O-Ring Silicone 20mm ID,337,34.79,Pump Solutions Ltd,Engineering
NUT-1205,Hex Nut M20,1896,2.63,SKF Global,Operations
BRG-1077,SELF-ALIGNING BEARING NU210,228,34.95,Pipe & Fitting Co,Production
SLV-1913,Shaft Sleeve 100mm,27,253.89,Timken Industrial,Quality
BLT-1137,Flange Bolt 1/2x2in,196,2.27,Timken Industrial,Utilities
BRG-1049,Thrust Ball Bearing UC205,227,88.15,Valve World Inc,Production
SLV-1948,Mechanical Seal 40mm,35,201.79,Electrical Supply House,Production
SLV-1948,Mechanical Seal 40mm,35,201.79,Electrical Supply House,Production
NUT-1277,Weld Nut 5/8in,5818,0.08,Pipe & Fitting Co,Operations
PMP-1892,Peristaltic Pump 3in 20HP,2,2649.53,Timken Industrial,Production
NUT-1257,Castle Nut 5/8in,1405,0.26,Electrical Supply House,Maintenance
VLV-1562,Gate Valve 1in,47,452.30,Pump Solutions Ltd,Quality
WLD-2113,MIG WIRE ER70S-6 2.5MM X 5KG,72,103.23,Valve World Inc,Operations
FLT-1779,Oil Filter Element 10 Micron,38,120.09,Seal & Gasket Warehouse,Utilities
PIP-1434,PVC Pipe SCH40 1in x 6m,196,112.36,Pipe & Fitting Co,Safety
HSE-1768,Hydraulic Filter 3/8in,27,284.67,Seal & Gasket Warehouse,Utilities
FLG-1547,Lap Joint Flange 4in 150#,56,127.28,Pump Solutions Ltd,Utilities
SLV-1923,Shaft Collar 30mm,21,59.72,Pump Solutions Ltd,Production
SLV-1923,Shaft Collar 30mm,21,59.72,Pump Solutions Ltd,Production
FLG-1521,blind flange 2in 150#,8,150.63,Pump Solutions Ltd,Utilities
BRG-1002,Deep Groove Ball Bearing 6310,435,57.99,Valve World Inc,Operations
BRG-1052,Needle Roller Bearing 6310,318,55.99,Electrical Supply House,Maintenance
ELB-1500,Reducing Elbow 2in,78,66.38,Seal & Gasket Warehouse,Production
ELC-2037,Circuit Breaker 10A,6,145.27,Pump Solutions Ltd,Engineering
FLG-1543,Threaded Flange 6in 300#,96,177.69,SKF Global,Quality
VLV-1627,Solenoid Valve 1.5in,34,19.49,National Bolt & Nut,Utilities
LUB-1954,Bearing Grease 400g,12,78.75,Seal & Gasket Warehouse,Warehouse
BRG-1066,Pillow Block Bearing 22210,94,85.84,Pipe & Fitting Co,Maintenance
PMP-1874,Centrifugal Pump 3in 20HP,4,7595.39,SKF Global,Production
PRS-1727,RTD Sensor PT100 0-300C,15,240.85,Pump Solutions Ltd,Engineering
PRS-1727,RTD Sensor PT100 0-300C,15,240.85,Pump Solutions Ltd,Engineering
WSH-1369,tab washer 1in,2830,1.76,Seal & Gasket Warehouse,Safety
VLV-1574,Globe Valve 4in,31,674.41,Pipe & Fitting Co,Utilities
ORG-2022,lip seal 15mm id,12,31.54,Pump Solutions Ltd,Engineering
NUT-1292,T-Nut M10,3668,1.60,National Bolt & Nut,Production
NUT-1292,T-Nut M10,3668,1.60,National Bolt & Nut,Production
BLT-1114,SOCKET HEAD CAP SCREW M12X60,3624,3.11,Pipe & Fitting Co,Maintenance
MTR-1853,Stepper Motor 3HP,8,3131.45,Timken Industrial,Maintenance
MTR-1853,Stepper Motor 3HP,8,3131.45,Timken Industrial,Maintenance
WSH-1384,  Fiber Washer M16 ,735,0.84,Pump Solutions Ltd,Engineering
FLG-1512,Slip-On Flange 1in 150#,26,91.69,National Bolt & Nut,Operations
ORG-1994,O-Ring Buna-N 40mm ID,398,4.64,Valve World Inc,Maintenance
GSK-1678,Metal Jacketed Gasket 6in 150#,11,52.93,Pipe & Fitting Co,Quality
GSK-1653,Rubber Gasket 1in 150#,179,10.01,Electrical Supply House,Engineering
WSH-1350,Wave Washer M6,8534,0.71,Pump Solutions Ltd,Safety
BRG-1096,flanged bearing unit 22210,28,35.13,Pump Solutions Ltd,Safety
FLG-1506,Weld Neck Flange 3in 150#,59,41.42,Electrical Supply House,Warehouse
SLV-1934,Shaft Key 60mm,2,214.15,National Bolt & Nut,Engineering
PMP-1893,Peristaltic Pump 4in 25HP,2,3967.76,Electrical Supply House,Maintenance
BLT-1121,Carriage Bolt M8x30,3534,1.17,National Bolt & Nut,Safety
BLT-1155,U-Bolt M16x80,2701,0.67,Pipe & Fitting Co,Engineering
HSE-1742,Hydraulic Fitting 1in x 5m,2,96.25,National Bolt & Nut,Engineering
